family,id,docs_path,artifact_path,status,doc_file_count,artifact_file_count,doc_bytes,artifact_bytes,has_manifest,has_adjudication,has_command_evidence,has_construction_inspection,has_claude_review_result,has_review_receipt,has_raw_output,has_readiness_report,has_validation_report,has_review_packet,has_prompt,recommended_action
closeout-pack,cp00-014,docs/closeout-packs/cp00-014,,DOCS_ONLY_REVIEW_REQUIRED,5,0,20129,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-015,docs/closeout-packs/cp00-015,,DOCS_ONLY_REVIEW_REQUIRED,5,0,21275,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-016,docs/closeout-packs/cp00-016,,DOCS_ONLY_REVIEW_REQUIRED,5,0,23601,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-017,docs/closeout-packs/cp00-017,,DOCS_ONLY_REVIEW_REQUIRED,5,0,17924,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-018,docs/closeout-packs/cp00-018,,DOCS_ONLY_REVIEW_REQUIRED,5,0,18683,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-019,docs/closeout-packs/cp00-019,,DOCS_ONLY_REVIEW_REQUIRED,5,0,18197,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-020,docs/closeout-packs/cp00-020,,DOCS_ONLY_REVIEW_REQUIRED,5,0,22172,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-021,docs/closeout-packs/cp00-021,,DOCS_ONLY_REVIEW_REQUIRED,5,0,23122,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-022,docs/closeout-packs/cp00-022,,DOCS_ONLY_REVIEW_REQUIRED,5,0,19991,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-023,docs/closeout-packs/cp00-023,,DOCS_ONLY_REVIEW_REQUIRED,5,0,23850,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-024,docs/closeout-packs/cp00-024,,DOCS_ONLY_REVIEW_REQUIRED,5,0,24166,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-025,docs/closeout-packs/cp00-025,,DOCS_ONLY_REVIEW_REQUIRED,5,0,24550,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-026,docs/closeout-packs/cp00-026,,DOCS_ONLY_REVIEW_REQUIRED,5,0,24378,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-027,docs/closeout-packs/cp00-027,,DOCS_ONLY_REVIEW_REQUIRED,5,0,23525,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-028,docs/closeout-packs/cp00-028,,DOCS_ONLY_REVIEW_REQUIRED,5,0,19413,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-029,docs/closeout-packs/cp00-029,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33416,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-030,docs/closeout-packs/cp00-030,,DOCS_ONLY_REVIEW_REQUIRED,5,0,25217,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-031,docs/closeout-packs/cp00-031,,DOCS_ONLY_REVIEW_REQUIRED,5,0,30153,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-032,docs/closeout-packs/cp00-032,,DOCS_ONLY_REVIEW_REQUIRED,5,0,29311,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-033,docs/closeout-packs/cp00-033,,DOCS_ONLY_REVIEW_REQUIRED,5,0,34504,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-034,docs/closeout-packs/cp00-034,,DOCS_ONLY_REVIEW_REQUIRED,5,0,35032,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-035,docs/closeout-packs/cp00-035,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33397,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-036,docs/closeout-packs/cp00-036,,DOCS_ONLY_REVIEW_REQUIRED,5,0,35169,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-037,docs/closeout-packs/cp00-037,,DOCS_ONLY_REVIEW_REQUIRED,5,0,28035,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-038,docs/closeout-packs/cp00-038,,DOCS_ONLY_REVIEW_REQUIRED,5,0,17368,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-039,docs/closeout-packs/cp00-039,,DOCS_ONLY_REVIEW_REQUIRED,5,0,18092,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-040,docs/closeout-packs/cp00-040,,DOCS_ONLY_REVIEW_REQUIRED,5,0,24769,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-041,docs/closeout-packs/cp00-041,,DOCS_ONLY_REVIEW_REQUIRED,5,0,12352,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-042,docs/closeout-packs/cp00-042,,DOCS_ONLY_REVIEW_REQUIRED,5,0,16811,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-043,docs/closeout-packs/cp00-043,,DOCS_ONLY_REVIEW_REQUIRED,5,0,13838,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-044,docs/closeout-packs/cp00-044,,DOCS_ONLY_REVIEW_REQUIRED,5,0,16733,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-045,docs/closeout-packs/cp00-045,,DOCS_ONLY_REVIEW_REQUIRED,5,0,15972,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-046,docs/closeout-packs/cp00-046,,DOCS_ONLY_REVIEW_REQUIRED,5,0,17027,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-047,docs/closeout-packs/cp00-047,,DOCS_ONLY_REVIEW_REQUIRED,5,0,16838,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-048,docs/closeout-packs/cp00-048,,DOCS_ONLY_REVIEW_REQUIRED,5,0,18138,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-049,docs/closeout-packs/cp00-049,,DOCS_ONLY_REVIEW_REQUIRED,5,0,24010,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-050,docs/closeout-packs/cp00-050,,DOCS_ONLY_REVIEW_REQUIRED,5,0,26600,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-051,docs/closeout-packs/cp00-051,,DOCS_ONLY_REVIEW_REQUIRED,5,0,44426,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-052,docs/closeout-packs/cp00-052,,DOCS_ONLY_REVIEW_REQUIRED,5,0,50990,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-053,docs/closeout-packs/cp00-053,,DOCS_ONLY_REVIEW_REQUIRED,5,0,30703,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-054,docs/closeout-packs/cp00-054,,DOCS_ONLY_REVIEW_REQUIRED,5,0,48703,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-055,docs/closeout-packs/cp00-055,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33462,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-056,docs/closeout-packs/cp00-056,,DOCS_ONLY_REVIEW_REQUIRED,5,0,27437,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-057,docs/closeout-packs/cp00-057,,DOCS_ONLY_REVIEW_REQUIRED,5,0,48190,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-058,docs/closeout-packs/cp00-058,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31755,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-059,docs/closeout-packs/cp00-059,,DOCS_ONLY_REVIEW_REQUIRED,5,0,60441,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-060,docs/closeout-packs/cp00-060,,DOCS_ONLY_REVIEW_REQUIRED,5,0,41937,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-061,docs/closeout-packs/cp00-061,,DOCS_ONLY_REVIEW_REQUIRED,5,0,16400,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-062,docs/closeout-packs/cp00-062,,DOCS_ONLY_REVIEW_REQUIRED,5,0,29562,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-063,docs/closeout-packs/cp00-063,,DOCS_ONLY_REVIEW_REQUIRED,5,0,34131,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-064,docs/closeout-packs/cp00-064,,DOCS_ONLY_REVIEW_REQUIRED,5,0,112737,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-065,docs/closeout-packs/cp00-065,,DOCS_ONLY_REVIEW_REQUIRED,5,0,36331,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-066,docs/closeout-packs/cp00-066,,DOCS_ONLY_REVIEW_REQUIRED,5,0,29020,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-067,docs/closeout-packs/cp00-067,,DOCS_ONLY_REVIEW_REQUIRED,5,0,93600,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-068,docs/closeout-packs/cp00-068,,DOCS_ONLY_REVIEW_REQUIRED,5,0,43097,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-069,docs/closeout-packs/cp00-069,,DOCS_ONLY_REVIEW_REQUIRED,5,0,45658,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-070,docs/closeout-packs/cp00-070,,DOCS_ONLY_REVIEW_REQUIRED,5,0,36457,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-071,docs/closeout-packs/cp00-071,,DOCS_ONLY_REVIEW_REQUIRED,5,0,35343,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-072,docs/closeout-packs/cp00-072,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33421,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-073,docs/closeout-packs/cp00-073,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33486,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-074,docs/closeout-packs/cp00-074,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31849,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-075,docs/closeout-packs/cp00-075,,DOCS_ONLY_REVIEW_REQUIRED,5,0,32946,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-076,docs/closeout-packs/cp00-076,,DOCS_ONLY_REVIEW_REQUIRED,5,0,34592,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-077,docs/closeout-packs/cp00-077,,DOCS_ONLY_REVIEW_REQUIRED,5,0,37175,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-078,docs/closeout-packs/cp00-078,,DOCS_ONLY_REVIEW_REQUIRED,5,0,35269,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-079,docs/closeout-packs/cp00-079,,DOCS_ONLY_REVIEW_REQUIRED,5,0,33668,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-080,docs/closeout-packs/cp00-080,,DOCS_ONLY_REVIEW_REQUIRED,5,0,30783,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-081,docs/closeout-packs/cp00-081,,DOCS_ONLY_REVIEW_REQUIRED,5,0,28891,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-082,docs/closeout-packs/cp00-082,,DOCS_ONLY_REVIEW_REQUIRED,5,0,63913,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-083,docs/closeout-packs/cp00-083,,DOCS_ONLY_REVIEW_REQUIRED,5,0,50023,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-084,docs/closeout-packs/cp00-084,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31779,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-085,docs/closeout-packs/cp00-085,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31819,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-086,docs/closeout-packs/cp00-086,,DOCS_ONLY_REVIEW_REQUIRED,5,0,39825,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-087,docs/closeout-packs/cp00-087,,DOCS_ONLY_REVIEW_REQUIRED,5,0,54728,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-088,docs/closeout-packs/cp00-088,,DOCS_ONLY_REVIEW_REQUIRED,5,0,105149,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-089,docs/closeout-packs/cp00-089,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31006,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-090,docs/closeout-packs/cp00-090,,DOCS_ONLY_REVIEW_REQUIRED,5,0,19046,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-091,docs/closeout-packs/cp00-091,,DOCS_ONLY_REVIEW_REQUIRED,5,0,118072,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-092,docs/closeout-packs/cp00-092,,DOCS_ONLY_REVIEW_REQUIRED,5,0,50581,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-093,docs/closeout-packs/cp00-093,,DOCS_ONLY_REVIEW_REQUIRED,5,0,32688,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-094,docs/closeout-packs/cp00-094,,DOCS_ONLY_REVIEW_REQUIRED,5,0,73356,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-095,docs/closeout-packs/cp00-095,,DOCS_ONLY_REVIEW_REQUIRED,5,0,308755,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-096,docs/closeout-packs/cp00-096,,DOCS_ONLY_REVIEW_REQUIRED,5,0,67049,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-097,docs/closeout-packs/cp00-097,,DOCS_ONLY_REVIEW_REQUIRED,5,0,199152,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-098,docs/closeout-packs/cp00-098,,DOCS_ONLY_REVIEW_REQUIRED,5,0,69325,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-099,docs/closeout-packs/cp00-099,,DOCS_ONLY_REVIEW_REQUIRED,5,0,32634,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-100,docs/closeout-packs/cp00-100,,DOCS_ONLY_REVIEW_REQUIRED,5,0,28542,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-101,docs/closeout-packs/cp00-101,,DOCS_ONLY_REVIEW_REQUIRED,5,0,222654,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-102,docs/closeout-packs/cp00-102,,DOCS_ONLY_REVIEW_REQUIRED,5,0,218538,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-103,docs/closeout-packs/cp00-103,,DOCS_ONLY_REVIEW_REQUIRED,5,0,29748,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-104,docs/closeout-packs/cp00-104,,DOCS_ONLY_REVIEW_REQUIRED,5,0,219850,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-105,docs/closeout-packs/cp00-105,,DOCS_ONLY_REVIEW_REQUIRED,5,0,223256,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-106,docs/closeout-packs/cp00-106,,DOCS_ONLY_REVIEW_REQUIRED,5,0,75002,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-107,docs/closeout-packs/cp00-107,,DOCS_ONLY_REVIEW_REQUIRED,5,0,40440,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-108,docs/closeout-packs/cp00-108,,DOCS_ONLY_REVIEW_REQUIRED,5,0,225814,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-109,docs/closeout-packs/cp00-109,,DOCS_ONLY_REVIEW_REQUIRED,5,0,223362,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-110,docs/closeout-packs/cp00-110,,DOCS_ONLY_REVIEW_REQUIRED,5,0,75684,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-111,docs/closeout-packs/cp00-111,,DOCS_ONLY_REVIEW_REQUIRED,5,0,36036,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-112,docs/closeout-packs/cp00-112,,DOCS_ONLY_REVIEW_REQUIRED,5,0,233657,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-113,docs/closeout-packs/cp00-113,,DOCS_ONLY_REVIEW_REQUIRED,5,0,42119,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-114,docs/closeout-packs/cp00-114,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31819,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-115,docs/closeout-packs/cp00-115,,DOCS_ONLY_REVIEW_REQUIRED,5,0,226643,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-116,docs/closeout-packs/cp00-116,,DOCS_ONLY_REVIEW_REQUIRED,5,0,31582,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-117,docs/closeout-packs/cp00-117,,DOCS_ONLY_REVIEW_REQUIRED,5,0,30532,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-118,docs/closeout-packs/cp00-118,,DOCS_ONLY_REVIEW_REQUIRED,5,0,226709,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-119,docs/closeout-packs/cp00-119,,DOCS_ONLY_REVIEW_REQUIRED,5,0,72189,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-120,docs/closeout-packs/cp00-120,,DOCS_ONLY_REVIEW_REQUIRED,5,0,228017,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-121,docs/closeout-packs/cp00-121,,DOCS_ONLY_REVIEW_REQUIRED,5,0,28611,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-122,docs/closeout-packs/cp00-122,,DOCS_ONLY_REVIEW_REQUIRED,5,0,70850,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-123,docs/closeout-packs/cp00-123,,DOCS_ONLY_REVIEW_REQUIRED,5,0,26844,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-124,docs/closeout-packs/cp00-124,,DOCS_ONLY_REVIEW_REQUIRED,5,0,198285,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-125,docs/closeout-packs/cp00-125,,DOCS_ONLY_REVIEW_REQUIRED,5,0,35853,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-126,docs/closeout-packs/cp00-126,,DOCS_ONLY_REVIEW_REQUIRED,5,0,73837,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-127,docs/closeout-packs/cp00-127,,DOCS_ONLY_REVIEW_REQUIRED,5,0,34602,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-128,docs/closeout-packs/cp00-128,,DOCS_ONLY_REVIEW_REQUIRED,5,0,225805,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-129,docs/closeout-packs/cp00-129,,DOCS_ONLY_REVIEW_REQUIRED,5,0,75868,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-130,docs/closeout-packs/cp00-130,,DOCS_ONLY_REVIEW_REQUIRED,5,0,34791,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-131,docs/closeout-packs/cp00-131,,DOCS_ONLY_REVIEW_REQUIRED,5,0,36378,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
closeout-pack,cp00-132,docs/closeout-packs/cp00-132,,DOCS_ONLY_REVIEW_REQUIRED,5,0,233241,0,true,true,true,true,true,false,false,false,false,false,false,REVIEW_BEFORE_ARCHIVE
