category	mode	size	sha256	path
tracked_modified	644	25493	2ddb00cd114e94a90b0b95426498c20a799e0809394ad729fa43e6c9825f5ced	apps/api/test/hrx/route-authz.test.js
tracked_modified	644	7698	9f151883e51853a645e77cd998a30a71d8951999c5b4c0f59eb0db77b37b6d08	apps/api/test/profile-api.test.js
tracked_modified	644	20746	0acaeaca7d565a0f358e0a34b17987f46674e030a0754e272d09db8bd3e03052	apps/desktop/src/main/aws-runtime.js
tracked_modified	644	8631	0a0b087b6e547bba4f19fe3ba92df9f6811e83e3603115496f10392369e60e20	apps/desktop/src/main/main.js
tracked_modified	644	80466	42f26a40be8b85f6c319a4601d9cec76839fc45692765297a28363dc65d00b73	apps/desktop/src/renderer/offline.html
tracked_modified	644	28912	634efc618f32796700d719cb623cf8c87f41d906d855f02a19bfcfce3780798d	apps/desktop/test/aws-runtime-client.test.mjs
tracked_modified	644	14817	e6a7a711926017059664cb2f86356d48867c4d1f5c1b390e34510c2ed0e8b669	apps/desktop/test/renderer-runtime-ui.test.mjs
tracked_modified	644	17437	695fa247beb7d23ecffe33d07a6e7f7d5c95f48b5a992f4bfdca9e6560660bef	apps/desktop/test/shell-smoke.test.mjs
tracked_modified	644	2076	b296146ae80620c64d72a0c5a0eb130f9458dab08707bbc8711e73de9b144f2f	apps/web/src/admin/hrx/HRXAuditViewer.tsx
tracked_modified	644	2873	12c9ab81b94424f3b862fa7fb44040aaee98e7b3052db16c9d5555413dd6f63a	apps/web/src/admin/hrx/HRXPolicyConsole.tsx
tracked_modified	644	28680	0e726eb7532bc3940741f86c2b4b2296f08406f5fa3473fc8f8dd1ce4ba203a6	apps/web/src/App.jsx
tracked_modified	644	2991	cc4d83d3c6f1b1aced1db56de8b7e57a12917f28df76ac3fad8eb9111bc641ba	apps/web/src/candidate/CandidatePortal.tsx
tracked_modified	644	10198	bbe704745c4faca328a750d932a2fb30eff5d914dc9b5ab49b13b2c32f13bcd4	apps/web/src/components/AnalyticsSurface.jsx
tracked_modified	644	5734	22692fc1f959dfa8d4957b2ae12baf2b1dea5c822045157e326b946fd878c40b	apps/web/src/components/AskSurface.jsx
tracked_modified	644	11268	e5bae59511a967e471f6d5030305af6b94a9f6a9f2590eb1bc0e7bf45c04fd53	apps/web/src/components/AuthSurface.jsx
tracked_modified	644	121379	99943c843bfab17e7a23f7c8b079dd4f687de487e6ff32647867a3cc4043b73b	apps/web/src/components/ClientsSurface.jsx
tracked_modified	644	3583	a9ab083ed0c63a2c6e3bdf33309e903dfc95cc923a8746ae55da8d9217e1ff29	apps/web/src/components/DashboardList.jsx
tracked_modified	644	14524	4bfceff56ac3bb7ca325d74f4286c4cf5e544bb683e73d525b9ad43ac4f17eb3	apps/web/src/components/DataCloudEnrichmentPanel.jsx
tracked_modified	644	13106	eed72776907ab89463c891e03084167333fb116badddc7a196ff9d8571c25bec	apps/web/src/components/FinanceSurface.jsx
tracked_modified	644	15234	cd676308d78f5cd90370d26479a9d02f49c18a0b9d1b044b92fd7b01e030fa3e	apps/web/src/components/HomeFinanceOperations.jsx
tracked_modified	644	81358	780be0e55fa3630475c9f175c00fd9883921f0bb6b983e9a87cd468a463f268d	apps/web/src/components/HomeSurface.jsx
tracked_modified	644	12431	9e8664b9967c21f9a3ebd492f600e31b798337e4a90123c323cb199c442c232c	apps/web/src/components/ImportDataMappingPanel.jsx
tracked_modified	644	6091	73e013706f0f05c273074700ddb7b1399f960d4f0e77a14b1b57c661783c8346	apps/web/src/components/IntakeSurface.jsx
tracked_modified	644	166630	2d02e3e33d18dff7c08edd2de89402ea0569e1782298c70342efbcf0858b6fa9	apps/web/src/components/MattersSurface.jsx
tracked_modified	644	31198	cb3317308c0992173cb689e7b9afef91471abce9eaf2625932b33b89fd5addc3	apps/web/src/components/MatterVaultPanel.jsx
tracked_modified	644	4106	8bbcd247289f136a41853b0afbe3d726df075bcf20a3025c0cabb52baf41e949	apps/web/src/components/OpsSurface.jsx
tracked_modified	644	11512	fbc6d1c62cef8cb4069cd6d2ac72f89c9da54e42eeb6218a99dc159f8f283d97	apps/web/src/components/PortalSurface.jsx
tracked_modified	644	2637	3db798c4483b8a14263a81107754f2199381da3153f89e8c404fa760457d82c6	apps/web/src/components/primitives.jsx
tracked_modified	644	6503	eed33ecc11793e7620cc9006264b4374b9761fc9019ec6054815c640edd06666	apps/web/src/components/ProfilesSurface.jsx
tracked_modified	644	4416	6617326206cfb50ee79fa64fd983803484db99c7c4e44549b11662f729d0e235	apps/web/src/components/ReadinessSurface.jsx
tracked_modified	644	14972	b01104205d56899ee658e1c98eaf18ba85f4cf66b2dcc7e759b2560c8a9e354c	apps/web/src/components/ReportBuilderPanel.jsx
tracked_modified	644	55249	49efdac45e27a7b5634b4e2eca7c225bbf4eed77334848f1519279f5b0da4c2b	apps/web/src/components/Shell.jsx
tracked_modified	644	19185	a9d3f1f814ff480cd13206bbf994b57b8e2a7ca24b7ba445f67d7599894cf3bb	apps/web/src/components/UserProfileSurface.jsx
tracked_modified	644	26658	dad063b450619e997dafa72a721d260fa928a9ce909672170ac704b6c84473c8	apps/web/src/components/VaultSurface.jsx
tracked_modified	644	18194	db5d0189c664a519ce7e4998a4d42b44e2017df065a801c2200c2009662d58af	apps/web/src/data/globalUtilities.js
tracked_modified	644	25208	89739cfc8249cb1b40ce8af96b64b77ba766739216782af075a8c786dc7113f2	apps/web/src/i18n.js
tracked_modified	644	21492	cf52e45ee6f993943742b1833e8721029a478fd9da630de92222b78b5e7867a0	apps/web/src/people/admin/PermissionAdminPanel.jsx
tracked_modified	644	5447	7ecb3b4bf819d059bb40e675126769c087516652151bd44ee635a1acc0e4186f	apps/web/src/people/ai/HRAIAssistant.tsx
tracked_modified	644	2119	6fd25c1f0a0af58ead698448180fa94462ccf2313d38446c37905a08a778f75e	apps/web/src/people/analytics/HRAnalytics.tsx
tracked_modified	644	4270	8bcd888f318b5918c5a48d1f3a6e640bd30b47d46e2f378509202a473e749979	apps/web/src/people/approvals/ManagerApprovalQueue.tsx
tracked_modified	644	7139	94d15fd2844f23d882fb2e5532b7330dd26e66beab380a445af2982bfcbdfb6a	apps/web/src/people/attendance/AttendanceWorkspace.tsx
tracked_modified	644	13874	30d451857e4292f6f4c0abe0b489a63d43ce0bc1f2b132351ee9edaba66f4713	apps/web/src/people/documents/HRDocumentWorkspace.tsx
tracked_modified	644	2831	b860f75d53110a787a50ccc45a99d3d9afb70c8ac14f84c39aa77b283f041477	apps/web/src/people/employees/EmployeeList.tsx
tracked_modified	644	29537	3cfc8211cf4d0bb519621fee5efa70443b71d8f1979f627c179268cbd97d06e5	apps/web/src/people/employees/PeopleWorkforceDirectory.tsx
tracked_modified	644	82492	c751ecbbb997d6bcfc9e517d0d9304d1068248e4723dc2a0262e8ab3909c17e8	apps/web/src/people/hrxApiClient.ts
tracked_modified	644	23803	b18d92643896cfe3359be7e8f3d4c62ab36311b9cf55860ef19b4ec5d44bde9c	apps/web/src/people/leave/LeaveAccrualAutoPage.tsx
tracked_modified	644	10700	457d9c080e66d41217e2763a4daff84bebdd58c5d0ed4303109f49a9690a667c	apps/web/src/people/leave/LeaveAccrualManualPage.tsx
tracked_modified	644	16105	322a967fc27ccc7eb87f93c312fa5aa838aeaae7f2ce76434cebba22f88e5b03	apps/web/src/people/leave/LeaveApprovalQueue.tsx
tracked_modified	644	24330	4a8d23f633cfffca49916160bc172499bb31cdcbd50c24d50031814e03731204	apps/web/src/people/leave/LeavePromotionPage.tsx
tracked_modified	644	25776	c5250816ee96f0d8418505ebd5bae6a294bc2b1b24f8c7f9a7dcd25ee455336f	apps/web/src/people/leave/LeaveRequestPage.tsx
tracked_modified	644	9022	798cadfebdc5f4e1fd6a977549ce2cc92be1c46c5c717edb3c85de89ac2f744a	apps/web/src/people/leave/LeaveTerminationPage.tsx
tracked_modified	644	24392	dd52ff89f2c96213f0050cff9719b9a970131802f5970e4534cd65c8ba9256c0	apps/web/src/people/leave/LeaveTypeSettingsPage.tsx
tracked_modified	644	32802	09f7971e72dd3763914beab761b67c6364af6b6254987f9aecf2a752415d4129	apps/web/src/people/leave/LeaveUsagePage.tsx
tracked_modified	644	15857	3104f97535dd6279f9328eee8365ec91b848c7eabae7edafce183a39384f9c5c	apps/web/src/people/legal/LegalPeopleWorkspace.tsx
tracked_modified	644	8094	4383fbedb8da7a3e887bca9cf96ca502085afdbad6fc82d01fffc2b60f5496d2	apps/web/src/people/lifecycle/LifecycleBoard.tsx
tracked_modified	644	200	4f3338d1098ad69ff54dd31c969d1a24f4588b059b3305e7c52d4b70cb544be4	apps/web/src/people/memberPhotos.js
tracked_modified	644	29051	e3b11dab55c0d4a127ecbb47cdf5b5ba4f17fc9cd889c20e0ad228a84c28a9a8	apps/web/src/people/payroll/PayrollBoundaryPanel.tsx
untracked	644	8301	ad89a418fba89326ce7962811717cff507deb143c01d592a0373262ec530aa06	apps/web/src/people/payroll/PayrollStatementWorkspace.tsx
tracked_modified	644	26754	e6035fff5257d0587dc79f2e78c5d95de7539a6a642656e78058ad5c25e8d3dc	apps/web/src/people/peopleFeatureCatalog.js
tracked_modified	644	20433	4e1fcd87472ec9d9969481908ddbafc88179bf806e7757c2503fda515bfceb4d	apps/web/src/people/PeopleHome.tsx
tracked_modified	644	14212	8aa86e6427bd0fd39e63acd848638250785041d0113c2fb96db9c8b97e9d6c3a	apps/web/src/people/recruiting/RecruitingPipeline.tsx
tracked_modified	644	8082	fa924d5c63df7411c222cdaadddeaa5b630c6d35f1606e937fba0a4a1b01483b	apps/web/src/people/security/HrxRiskDashboard.tsx
tracked_modified	644	2617	8752349944de1a3da0e460b256b79a3b5a5cfb74b97b9f4e3e2b3a41fc24abc8	apps/web/src/people/security/HrxStepUpChallenge.tsx
tracked_modified	644	321170	cfeff0b4f330aa233f52001e39b7e13342409c1dd6db1bb8cc4bdb67f217603c	apps/web/src/styles.css
tracked_modified	644	7013	e93b6febbc396bc787c4a12ded1b8c6bc64fd46d97497e244f353ccaf057ec5d	apps/web/test/forest-responsive-layout-browser.test.mjs
tracked_modified	644	107361	28c7c306fc2433583614460a3c7add021ae83ea12f8928b7b5b536c3f9beb214	apps/web/test/home-dashboard-r1.test.mjs
tracked_modified	644	5657	5640112a9647ddc0d9853fa9f2b3754acc917a26a31ec03bd595571f0a8bb31e	apps/web/test/leave-accrual-ui.test.mjs
tracked_modified	644	2345	696d075d009ce773f6bbde67aa6cf84b7a0693432bb0c7c59c4f10c3f84ae804	apps/web/test/leave-integration-ui.test.mjs
tracked_modified	644	4219	07cdd10901066d9281238dbb310d63cf5e25b871cc404fd7c75baa90c334d77c	apps/web/test/leave-promotion-ui.test.mjs
tracked_modified	644	6794	96d25179aff71e13138f660430b6f7f54a7b4993b16bbbed432ee6c6870c4227	apps/web/test/leave-reporting-ui.test.mjs
tracked_modified	644	4163	b63091fce4f328531601dc36de5bf562f4ac65a07446c8ebba543a92923fec36	apps/web/test/leave-self-service-ui.test.mjs
tracked_modified	644	3797	057b8546b4904fa476aeb7b862c50421fe66179f9875a9ffcbae962c2a470198	apps/web/test/leave-settings-ui.test.mjs
untracked	644	4954	b97826e63b27133d3a42037b7c9cc8270dfdf30048dbd28987027eac18e467ee	apps/web/test/payroll-workspace-ui.test.mjs
tracked_modified	644	151290	6ee0dc98fc53c88c3da20617e2a962866fb434c69fc30af2fe70475ea88d4401	apps/web/test/ui-regression.test.mjs
tracked_modified	644	20801	2d4f01c5f855747bb9f3a506fccfe3f699cd6b7ad64d1d7df436081aef682458	docs/lazycodex/evidence/matter-desktop/artifacts/leave-management-package-qa.json
tracked_modified	644	2819	dbfd27233ed47386dc817395e5773d233f9bef3e60433a9250cd1f85eab4aea3	docs/lazycodex/evidence/matter-desktop/artifacts/macos-build.md
untracked	644	2826	562a76b15b77071cfc48f2d158593389f9dd545e91bb4a26e05a08fe4a3539b2	docs/lazycodex/evidence/matter-desktop/artifacts/payroll-final-verification-2026-07-15.md
untracked	644	7080	2bbfda457bedea03c6324c0c80cdc98a803408acb68f21a749a15d66c3457454	docs/lazycodex/evidence/matter-desktop/artifacts/payroll-package-qa-2026-07-15.json
tracked_modified	644	1717	753184dec414822120f3a132ce44b6b59a7468a8b6e3772b5614d1d1550c9640	docs/lazycodex/evidence/matter-desktop/artifacts/windows-build.md
untracked	644	39780	04ff52bad00e3846a46f45a5d43f3c932b9a7d15b1dcb2daf7be3a5e9dd5dbae	docs/lazycodex/evidence/matter-web/artifacts/payroll-browser-qa-2026-07-15.json
tracked_modified	644	441	9c64f95724ce5a0c733eb69da724505680735061fdf5fa7126252f7bccd32a8f	docs/lazycodex/evidence/matter-web/desktop-web-renderer-asset.md
tracked_modified	644	2567	ba92e550407d050ee4a67b2f6008ef9ab13c7b94470ea54022bd5d7e1ba6f610	packages/authz/src/hrx-sensitive-scopes.js
tracked_modified	644	3153	60079f90c6c43dde9985c4e5b9a947295569bc4dae8834377f5ee5d443b1ef85	packages/billing/src/invoice-pdf-service.js
untracked	644	1360	1da86ae671e73b5e6de58019075a1637c80d4430c915d67e27b3ead25afa8add	packages/hrx/fixtures/company-time-payroll-policy.synthetic.json
untracked	644	4142	fdc6064ff318c3d0c9f364c400b43c052822027b68d3a0cad3376d5f21a46bd5	packages/hrx/fixtures/leave-payroll-golden.synthetic.json
untracked	644	1710	1dd227dca011619a9f822bde0f171919abc86d8af22a945c17361c9861626f7a	packages/hrx/fixtures/payroll-statutory-rules.synthetic.json
untracked	644	9732	703fb535bceb50a9a3101a856cfcf6e8c78ebd772331a86958d7f6f3d332e70c	packages/hrx/src/company-policy-manifest.js
untracked	644	7418	a6562cbf370a0ef776d636024a02ba81325af758dde09240323b6c1efb2db697	packages/hrx/src/golden-fixture.js
tracked_modified	644	4451	138bbf91a735ec90df04e2383a5de723b75aaf299e959090230c135219abc965	packages/hrx/src/index.js
untracked	644	14670	b1030851d373181d35174cc7b7c9ef0ab0d0b5118fe830dcc0b3f677da8573b3	packages/hrx/src/leave/accrual-batch-repository.js
untracked	644	17725	dea865656f0d8d3ba4eb4762a1719cafa75d9611bc600c78c0a139fe7589f62d	packages/hrx/src/leave/accrual-batch-service.js
untracked	644	5706	a11edf93d275ad0cc67c7643e8bb7faeb5a9000fd07b3731a36eda3bc25ebed1	packages/hrx/src/leave/accrual-period-generator.js
tracked_modified	644	41893	7e7ae192e40fa819b0e4bb5dccab4731e77246493394c4400cebb2a4c0435a23	packages/hrx/src/leave/accrual-service.js
untracked	644	16130	2f614d61da7cabc55fc1d32bcc51935433ec30c56c577605998b236996f1bd61	packages/hrx/src/leave/entitlement-command-service.js
untracked	644	7141	3e4f29688c3c7997f8cc623cd80a7480fce8fe9a0ebdb7810f597c8486dd96a0	packages/hrx/src/leave/entitlement-lifecycle.js
untracked	644	6076	1b177e2c8bbac6a5b57611f6afcbfbea3d3371931cc9e8dbfc4eeddd5000efca	packages/hrx/src/leave/entitlement-read-service.js
untracked	644	7118	95698ac71f51773d2014db874f05896856bd1e7406aaf674c79f0124411ee775	packages/hrx/src/leave/expiration-job.js
untracked	644	10504	ee4fe75c9c13898ab127c2fb5d44c809f3e8e43dd4c40fac4cc2cd093492647b	packages/hrx/src/leave/expiration-service.js
tracked_modified	644	29027	a7b48315c101bcb50f48523b951dcfab16e1bdcf0f12023eb39e7d6d87f572c7	packages/hrx/src/leave/integration-service.js
tracked_modified	644	78434	8805c1d0567c934066982e15d266b0eb9a954427ca2677ec45be5b77fd430a77	packages/hrx/src/leave/management-service.js
untracked	644	12471	c697a837495e05d93f7a77863ce0aa257c80ed742626c0d4d8a25b0dfcd3b487	packages/hrx/src/leave/migration-reconciliation-service.js
untracked	644	13357	c1e0ca4a47b82321b2ac41bf3636d2a878cbe7a859f84c82752ca103bd4af3a0	packages/hrx/src/leave/occurrence-upload-batch-service.js
tracked_modified	644	12850	b1b8a3e433f2a2ed92ed7d1f5b2e7537cda029d7eff95d51c90ef9d5b3fedab9	packages/hrx/src/leave/policy-service.js
tracked_modified	644	43732	94f2add9ccfb0813f386aefee82c834cc893730277444524a873d2fdc7ad332f	packages/hrx/src/leave/promotion-service.js
untracked	644	9666	bbb8066bd6758fc2b5b1e116eb3170a5677f55117c1a051b80245d5742d4e2ad	packages/hrx/src/leave/provider-adapters.js
tracked_modified	644	28169	0a1baf638a0b0b0beb29071d8a5428511179e3b28fe50c633879ff8a87a94f94	packages/hrx/src/leave/reporting-service.js
untracked	644	5251	119dfc0fec8db4594e9b393159eb72d5ad8ec6f75bb581b612a71b9d920bea31	packages/hrx/src/leave/type-economics.js
untracked	644	7005	bcbe9ae75004011a41ebdb726e640a0890908200b7974c2ec74e5720180c1896	packages/hrx/src/leave/type-rule-backfill.js
tracked_modified	644	7042	20762a244a2f063dae95740e73f2bce6c9efa7fd408932d1d34fc2fcc7cdfe78	packages/hrx/src/leave/xlsx-export.js
untracked	644	646	1da83c66efe87da337d148e8449ee7524c6e49b0f587bdd8c8ce5a7dee9f5445	packages/hrx/src/migrations/011_hrx_leave_type_economics.sql
untracked	644	1062	a31a6b9bb5204e60de2b34e7d91e698fb9a554d70981afdacc2f26f40024d6a0	packages/hrx/src/migrations/012_hrx_leave_job_outbox.sql
untracked	644	4128	1dd878f2ddd1f6eaae1a60562e07c6323aca816fd73df90089b1e7adbf5380a9	packages/hrx/src/migrations/013_hrx_leave_accrual_batches.sql
untracked	644	335	7c6991f83713af354aa79b82d12861afc2f998bc692a0ea0afb1cd094cf69cea	packages/hrx/src/migrations/014_hrx_leave_occurrence_metadata.sql
untracked	644	4016	b11f5dc404824f5b6134cd38576d3fc24e47a4e00bd2397804ec7910a5dc7861	packages/hrx/src/migrations/015_hrx_leave_occurrence_upload_batches.sql
untracked	644	193	d49fdcc43254cb5a0788214e0b9ae152acecaa347ba304e17aa36c0b87224df0	packages/hrx/src/migrations/016_hrx_leave_promotion_exclusions.sql
untracked	644	159	4220418fe5afc779a9aa4a9e09c269c67f2105bcb7a6b12c193aa44c8c55bf4d	packages/hrx/src/migrations/017_hrx_leave_promotion_notice_hashes.sql
untracked	644	1198	188e691a112b628acf28f4bdd6ed87f77eb600449ec7cf1dc8555f2f0fc1ce8e	packages/hrx/src/migrations/018_hrx_leave_promotion_evidence_receipts.sql
untracked	644	1092	0dfe398a331ceb193b2d62399b9076da61456b77defc9ad96e8005e2b22d189a	packages/hrx/src/migrations/019_hrx_leave_integration_dead_letters.sql
untracked	644	235	f6248684c210547b833b9beebe260837e7b460bd894987b5759f7a80f533c9b4	packages/hrx/src/migrations/020_hrx_leave_rule_snapshots.sql
untracked	644	14120	4e5c833fe19a4c5720892f7d17f8058e56585ae6df88b912b5eb30894b9341c6	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql
untracked	644	1729	06d3735b18432370ba98d01cb9819bfb7ff67e3fa2cb074f93c72b69d06d3fc0	packages/hrx/src/migrations/022_hrx_payroll_inputs.sql
untracked	644	233	2dbacacae466213862e7deb7bc1d30cf45c0736bceef5dcebed12cb7bd875b66	packages/hrx/src/migrations/023_hrx_payroll_profile_units.sql
untracked	644	2570	c50d595dfc4a81a1eea7ac385a3a41cfeceafc348c67011be02d1a7f167919ae	packages/hrx/src/migrations/024_hrx_payroll_run_controls.sql
untracked	644	1513	4444239ab1cebfb5395528c34a4d1f2fe7595da294c09e498ef05e40ecf080d4	packages/hrx/src/migrations/025_hrx_payroll_year_end.sql
tracked_modified	644	4225	9ba6214f68afa56e5f594b96710eae153b583e80baaa49696778770f303007db	packages/hrx/src/migrations/index.js
untracked	644	4592	23d742976c1ba5836552ec67fd953d52075adda92f0fa75a9afb8d9fa0b7dd72	packages/hrx/src/migrations/safety.js
tracked_modified	644	12030	5ed6de396d288731c39bee0413563981e72683edb3a586d2aea67a9b9ae99fae	packages/hrx/src/overtime.js
tracked_modified	644	5210	403c646d658e636e8551fcad082e62fd72f398d14fc3b39602f2a3bce9ae74bd	packages/hrx/src/payroll-boundary.js
untracked	644	19492	16f36d477b6848c081e5e5f9283fe926f2cbe2840aa8d63d2ce2eef1ffdbf227	packages/hrx/src/payroll/calculation-engine.js
untracked	644	13777	46b5ff7273030ab012ca0629db17685c64ea16ae017fc91c565e43e8261da5a8	packages/hrx/src/payroll/deduction-engine.js
untracked	644	15917	8fc18d77fcc3d8f4aae6b479ca319debf9bbcb23f7a84120c39133449fb26ca7	packages/hrx/src/payroll/document-service.js
untracked	644	14736	be82589ca322e362cd4ed6d645a2ea788f37055fc33e2c50a558e1708640f28b	packages/hrx/src/payroll/filing-service.js
untracked	644	26801	4b3b02fa42cd72df0d36b75e54ad1fce769479937b366e586abb5f5f73a88bda	packages/hrx/src/payroll/input-snapshot-service.js
untracked	644	9869	cc20fc8961e1057594f63148efc33a9816985abd4b1875971ae775e0f54a2b64	packages/hrx/src/payroll/migration-service.js
untracked	644	3748	a5fcef06e752cd95aad97dd14a94c7061088475fde701c5fabf12e8638b02caf	packages/hrx/src/payroll/money.js
untracked	644	4273	93d0443f1e56307fc8d20afef691d81da609749625de76c1e655b6e659834f7f	packages/hrx/src/payroll/parallel-comparison-service.js
untracked	644	9317	2900e0899609b8ee5b2e23ab6e63a79a8a60d6458b558cdeedda3b6772d5ae6d	packages/hrx/src/payroll/payment-service.js
untracked	644	60520	2f87182d213c63f30d4aa7139b39d6b837535936165f814fbb1ed8f5069ee022	packages/hrx/src/payroll/repository.js
untracked	644	12873	a9bf60cc9d7aa6ed31a04a1262e0db21f8985848a8724bb7b9e9fdaf5167be14	packages/hrx/src/payroll/run-service.js
untracked	644	9139	4fcbe5f0081ba36e7703837d37a8460f430df8e8d16c8be6790a5dc39ebe2c5a	packages/hrx/src/payroll/statutory-rule-service.js
untracked	644	7894	8b8140614f673af66f47da767de4c16560ccac0497297ffee348dbf3a7b0e6db	packages/hrx/src/payroll/year-end-service.js
untracked	644	3770	ca6467a7e6ab2f215c0defecff90eb1834be284fbfc02657dffd2efe620a9f9f	packages/hrx/src/provider-receipt-contract.js
tracked_modified	644	75305	44eead4f41a1dd3fc4fa6abbcc2ee853395ebb3355d22fec1b71cbd7866c6f09	packages/hrx/src/store/file-store.js
tracked_modified	644	3482	b5e9c147c051b82a79d979a93b7d5a132e72f96beaca95d829bf2a4a9d036083	packages/hrx/src/store/port.js
untracked	644	4320	be9d6e2a0ee8d349aac3e1597b60548ff979e73886df4afeab68882cc6f0eec9	packages/hrx/test/company-policy-manifest.test.js
untracked	644	1849	d0d36313fc08c8284fccce78349b1ca3384d90cb7dc1ec16abacfbd3e35f50d4	packages/hrx/test/golden-fixture.test.js
untracked	644	8309	5082d8f3858ce7a9252e342e1e39367bb2dd3c0ad98146edea32e14a62371c5d	packages/hrx/test/leave-accrual-batch-repository.test.js
untracked	644	15651	fd0d1dc865ad8047d812d5fc568fb26cdbec94c12d92fc10f1c2abf2c2e52eb3	packages/hrx/test/leave-accrual-batch-service.test.js
untracked	644	3102	f3323a34dc01503b54d82a4eff7a81ffabb8826b3fb2af6e507b527223dc8d9e	packages/hrx/test/leave-accrual-period-generator.test.js
tracked_modified	644	14933	851ba90ee8ffa74facb0ddbafb1acb5356005fae10bda7a7ccbe02de9f7a0aae	packages/hrx/test/leave-accrual-service.test.js
untracked	644	7570	bf0c1dcb012324d4086e0fbd64772e7c7875685ff4e2da7101a14d9709f39798	packages/hrx/test/leave-entitlement-command-service.test.js
untracked	644	8061	8d1949afe3efb44754df2c5ad326c4b8c2ccc62546660efe6c1e88207e3a9a38	packages/hrx/test/leave-entitlement-lifecycle.test.js
untracked	644	5345	f0fc84fc1435fdda30f796380aa6a523f50e428e4714d80ec9c8bed87d870048	packages/hrx/test/leave-expiration-job.test.js
untracked	644	6006	2916e1308cf4d29f1b28883da0023c5fd731dc98cefba8146c4988f1d0597925	packages/hrx/test/leave-expiration-service.test.js
tracked_modified	644	24452	73033437d2648e7f244826d7a05acab5c9974089b37e15b9aa1279db4c0e5bee	packages/hrx/test/leave-integration-service.test.js
tracked_modified	644	33547	1770b2253c8f84e0927303d20e9556491b6f87ed8cd794b48ec4c37a28b95489	packages/hrx/test/leave-management-durable.test.js
untracked	644	14822	5bae0ff00a9deb982af402843090a576b803e59e35e6be13a0fd6fa4bb0fb1d9	packages/hrx/test/leave-migration-reconciliation-service.test.js
untracked	644	7647	304fb6bfce0df071286dc3fb77510323a28a1d8b94807dfb8ee5d5764a9c5826	packages/hrx/test/leave-occurrence-upload-batch-service.test.js
tracked_modified	644	16570	a53aec0f67b49f8f2a7457daf9733248403e0d593b2c75ad6d77b490cd3159b1	packages/hrx/test/leave-promotion-service.test.js
untracked	644	5308	d986dec098d38991b4f51dde8423211e89a09d27bbcf07656ea02e88c3d4e62d	packages/hrx/test/leave-provider-adapters.test.js
tracked_modified	644	11383	64d8d00ea1a577947ab933c1824a8ef652b52b10362cb3bd502a0f4930e9f506	packages/hrx/test/leave-reporting-service.test.js
