category	path	origin_main_blob	integration_blob	status	semantic_disposition	validation
SECURITY_AUTHZ	docs/launch/l5/security-acceptance-suite-blocker-survey.md	2cf1028c3b38885016608d28c1e61f536a6baac0	2cf1028c3b38885016608d28c1e61f536a6baac0	BYTE_IDENTICAL	PRESERVED	blob_identity
CRITICAL_OPERATIONS	docs/launch/launch-authority-traceability-audit.json	1de1d164006a04802db2e24a960ebbd1fd59e908	1de1d164006a04802db2e24a960ebbd1fd59e908	BYTE_IDENTICAL	PRESERVED	blob_identity
CRITICAL_OPERATIONS	docs/launch/launch-authority-traceability-audit.md	6add1396b8f8a85fcba545fa97e437ef04cc4577	6add1396b8f8a85fcba545fa97e437ef04cc4577	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	docs/launch/production-data-policy-non-weakening-argument.md	7b0d451bdc611a9224805420fc58fd6d1dd6928c	7b0d451bdc611a9224805420fc58fd6d1dd6928c	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	docs/launch/production-persistence-decision-packet.md	1a35d193a56f6ee38aa83d200303017827802d1a	1a35d193a56f6ee38aa83d200303017827802d1a	BYTE_IDENTICAL	PRESERVED	blob_identity
BACKUP_DR	docs/runbooks/backup-dr-runbook.md	2e5f80bc3d4a57f62a49f5e993979d010a4769ad	b3625b844717d9f4bdda28c2eb35626fd065ffba	MODIFIED	STRENGTHENED_APPROVED_LOCAL_RPO_RTO_BOUNDARY	synthetic_backup_restore_drill
CRITICAL_OPERATIONS	package.json	5a648ace62359d37bfe723131c2f7c0d81d4e927	ab2ef79eb1cd4f44ab3e173486ce54ab2ed946bc	MODIFIED	STRENGTHENED_SHA_SCOPED_RELEASE_GATE	pv_source_and_unit_validators
SECURITY_AUTHZ	packages/audit/src/permission-matrix-security-fixture-boundary-catalog.js	11f0b949ea6e73e8dd996eb2d9dcc13c8874496a	11f0b949ea6e73e8dd996eb2d9dcc13c8874496a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/README.md	64d682d4ab65e59e16e509f6d96429562cded44e	64d682d4ab65e59e16e509f6d96429562cded44e	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/package.json	fb1f43137617cef51065edb4438040fd28b80667	fb1f43137617cef51065edb4438040fd28b80667	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/admin-simulator.js	1ddce1b2c05ba17203d086efb628f190bac50465	1ddce1b2c05ba17203d086efb628f190bac50465	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/api-fixture-ui-readiness-catalog.js	015c3b1054678adb19a6a3468d322b82e49d0463	015c3b1054678adb19a6a3468d322b82e49d0463	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/api-permission-audit-binding.js	d9aecfabd1860beee3fb2a6893cc3b963804f8c2	d9aecfabd1860beee3fb2a6893cc3b963804f8c2	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/api-synthetic-fixture-set.js	57df0178cd113a0f1d351ae3786140b13f76335d	57df0178cd113a0f1d351ae3786140b13f76335d	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/break-glass-service.js	7747baf378d77e2a2e13caa828618363b68a2233	7747baf378d77e2a2e13caa828618363b68a2233	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/ethical-wall-store.js	735dc6e31fc480f28d0ba0836270bd166117b0bb	735dc6e31fc480f28d0ba0836270bd166117b0bb	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/evaluate.js	1a93ed7ff7f644a9f61131da7c824140a3f571ec	1a93ed7ff7f644a9f61131da7c824140a3f571ec	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/failure-taxonomy-evidence-harness.js	bc8d667cda19a989d60db7f6f03cf0ad4777867a	bc8d667cda19a989d60db7f6f03cf0ad4777867a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/failure-taxonomy-risk-boundary.js	c4b126db116aa08a3a84acf2319822d5ddc64c24	c4b126db116aa08a3a84acf2319822d5ddc64c24	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/failure-taxonomy-test-fixture-boundary.js	757b9a69bcfbf4677f403f6db4b4ec9a4ab65b84	757b9a69bcfbf4677f403f6db4b4ec9a4ab65b84	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/failure-taxonomy-workflow-binding.js	59063b5700035569dddfe9834cc46424c8597b78	59063b5700035569dddfe9834cc46424c8597b78	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/fixture-evidence-permission-matrix.js	cc4b0b5e27f064f61f0d58bd45fcde0c2ce56c4f	cc4b0b5e27f064f61f0d58bd45fcde0c2ce56c4f	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/fixture-evidence-review-readiness-catalog.js	5e9e19ef2b55336a7c8fc51a7539d99ed3cf2313	5e9e19ef2b55336a7c8fc51a7539d99ed3cf2313	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/fixture-workflow-binding.js	de35d3a7c9539712d07b51ae288102ae730305ca	de35d3a7c9539712d07b51ae288102ae730305ca	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/foundation-catalog.js	45fdd8e2c215b3f4b36e537777a5a9e6dd01c4c6	45fdd8e2c215b3f4b36e537777a5a9e6dd01c4c6	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hermes-evidence-synthetic-fixture-boundary.js	fbd9613ad58a70583705f4f037e485617e2f629c	fbd9613ad58a70583705f4f037e485617e2f629c	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hermes-evidence-synthetic-fixture-verdict-boundary.js	a62d51828f41056dae96069cb1b26a938f16ec80	a62d51828f41056dae96069cb1b26a938f16ec80	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hermes-evidence-workflow-binding.js	c6ea0b146e886da47920373a9990ba16056bd8aa	c6ea0b146e886da47920373a9990ba16056bd8aa	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hrx-break-glass.js	6f9b014f9914db536700e02682eb88571aa18dea	6f9b014f9914db536700e02682eb88571aa18dea	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hrx-candidate-policy.js	aaeeb0505dbf487a6820e1563157bdd1c3505f73	aaeeb0505dbf487a6820e1563157bdd1c3505f73	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hrx-compensation-policy.js	13f360c861e0832577d20b0171c1e86e831acdee	13f360c861e0832577d20b0171c1e86e831acdee	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hrx-evaluation-policy.js	d7b6f3ebaa818cceb94de9e2ef8cee749297fbda	d7b6f3ebaa818cceb94de9e2ef8cee749297fbda	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/hrx-policy-engine.js	a3d4964e3dba5cf65555ae2a4d6d9762337e3960	42a9eeb02cb25ed3f2647562f993ebecc9340b7b	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	packages/authz/src/hrx-sensitive-scopes.js	950840a12854779675520c38dca7d86593acef33	b2e691555c9bdd8ecfada6970dbfc9b75c4907fd	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	packages/authz/src/hrx-step-up-session.js	2acbdc959ff37a2b06b94668f81a6b32740ceca7	2acbdc959ff37a2b06b94668f81a6b32740ceca7	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/index.js	1c318260f2299e440e3b9d93c2a3a3c78fc7646c	1c318260f2299e440e3b9d93c2a3a3c78fc7646c	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/interface-closeout-catalog.js	2e0581c32d6245db275028708126e9c1c0222bee	2e0581c32d6245db275028708126e9c1c0222bee	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/legal-hold-store.js	32ed1e24d5ad592d57ce3359731a0aa5914e8652	32ed1e24d5ad592d57ce3359731a0aa5914e8652	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/matter-permission-envelope.js	ce0fce46891b8998d1cdbf4b724636154f22df3a	ce0fce46891b8998d1cdbf4b724636154f22df3a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/model-service-catalog.js	ac83d38a51d228ebf3e60992be5c4372f867b99c	ac83d38a51d228ebf3e60992be5c4372f867b99c	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/object-acl-store.js	0dd5933892a3f2134ae8961b2fbf8ebc6534e665	0dd5933892a3f2134ae8961b2fbf8ebc6534e665	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-audit-terminal-boundary.js	37b6e4c30d0caae822a77022e5b00bf33b420a59	37b6e4c30d0caae822a77022e5b00bf33b420a59	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-context-store.js	49d514fc8ca08628bec85cf99e63cae6c743db2c	49d514fc8ca08628bec85cf99e63cae6c743db2c	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-controls.js	256a9146f1e04e99e72cb2f18c49f98ee91f546f	256a9146f1e04e99e72cb2f18c49f98ee91f546f	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-fixture-failure-taxonomy.js	3b9f8871954a47cbd7011deede27c5dcb7781322	3b9f8871954a47cbd7011deede27c5dcb7781322	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-matrix-risk-boundary.js	a7b797d9842cc15d0320db5204f5d0397dcdf7cb	a7b797d9842cc15d0320db5204f5d0397dcdf7cb	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/permission-matrix-workflow-binding.js	9b87221aea75fa6c015d7d2c4d6cb35c18de185a	9b87221aea75fa6c015d7d2c4d6cb35c18de185a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/policy-store.js	a1f42edbb8de2b851c7cec713baa6233a0738f5d	a1f42edbb8de2b851c7cec713baa6233a0738f5d	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/privacy-minimization.js	a1dfb3bd29a0a9da0813f5aa4c94b6b3fa3c458b	a1dfb3bd29a0a9da0813f5aa4c94b6b3fa3c458b	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/service-workflow.js	01809928b2ce355406e8a524c3859f353bdbffaf	01809928b2ce355406e8a524c3859f353bdbffaf	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/sso-subject-map.js	c5fb7e83c1215698fef2e66758c249a1627e5570	c5fb7e83c1215698fef2e66758c249a1627e5570	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/synthetic-fixture-boundary.js	114c53160afbd4cd3828a0b5a8cc9851842c823c	114c53160afbd4cd3828a0b5a8cc9851842c823c	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/terminal-review-closeout-readiness-catalog.js	6889d754734cd67dc9c9897c528b3e24a0ec5753	6889d754734cd67dc9c9897c528b3e24a0ec5753	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/terminal-review-question-boundary.js	a06f556d252d20b565cd2d1ab867102f067f0162	a06f556d252d20b565cd2d1ab867102f067f0162	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/trust-context.js	575dcfb377af8022f8b6188518b96ee663a26e2f	ee6f248ce9a28e65f5bebafbd2cf3b9bebdf4270	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	packages/authz/src/trust-runtime-store.js	46c961d7fa29c9c6cd939c5941787ab24813194d	46c961d7fa29c9c6cd939c5941787ab24813194d	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/ui-evidence-state-snapshot.js	69f22ce8fee1748a46e71720ca6f1490848089a9	69f22ce8fee1748a46e71720ca6f1490848089a9	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/ui-permission-audit-binding.js	28769f0f07851ca9cfe458a72e23f60f38e9bc4a	28769f0f07851ca9cfe458a72e23f60f38e9bc4a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/ui-synthetic-fixture-golden-case-catalog.js	bdab9e42b49c65f61676b808045d38a3e1727686	bdab9e42b49c65f61676b808045d38a3e1727686	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/src/vault-object-acl.js	315e82e9ae777a3baeb0ea3f5b8ef3737fe6dded	315e82e9ae777a3baeb0ea3f5b8ef3737fe6dded	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/authz.test.js	7f9ddfd6f0eda184875a0b0a1ddaf7a066a20f35	7f9ddfd6f0eda184875a0b0a1ddaf7a066a20f35	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-break-glass.test.js	3b33337f33ae5f14c8d7fb1a1943423c6cba9ee7	3b33337f33ae5f14c8d7fb1a1943423c6cba9ee7	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-candidate-policy.test.js	d18d35824f2f0f049a3da5e2b8c532bf5802862b	d18d35824f2f0f049a3da5e2b8c532bf5802862b	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-compensation-policy.test.js	e92b1c4e45237d1fb7021d6745b0d5d70dc9b810	e92b1c4e45237d1fb7021d6745b0d5d70dc9b810	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-evaluation-policy.test.js	b410aebd4de295eb403384b51d7ff4f9fd9fee41	b410aebd4de295eb403384b51d7ff4f9fd9fee41	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-policy-engine.test.js	70b66751062ef9de4f864c6fdea133946ea79ffa	25eb04f94ef8794207a237495eecd6ecd1ded62c	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
SECURITY_AUTHZ	packages/authz/test/hrx-scopes.test.js	c2b9a0969a44b7bbb6167b08d5a2d8388f56340d	c2b9a0969a44b7bbb6167b08d5a2d8388f56340d	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/hrx-step-up-session.test.js	45a4ff837f79bdecc68b8ab82784dc4476f680d8	45a4ff837f79bdecc68b8ab82784dc4476f680d8	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/sso-subject-map.test.js	f6aaed342053dd3e2044f5a9793dc15062ff816a	f6aaed342053dd3e2044f5a9793dc15062ff816a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/authz/test/trust-runtime-stores.test.js	1911b38dd3eb99ae6cefaeef427430cbd4b7a650	1911b38dd3eb99ae6cefaeef427430cbd4b7a650	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/dms/test/client-matter-g4-dms-security-email-search.test.js	6cb790db726384284f4c8fe781fa09b8abe92a93	6cb790db726384284f4c8fe781fa09b8abe92a93	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/enterprise/test/client-matter-g7-qa-security-baseline.test.js	b8419360a2c8e10343b6e731c7dbbcb0d45b44a3	b8419360a2c8e10343b6e731c7dbbcb0d45b44a3	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/hrx/test/ai-rag-authz.test.js	e31c19596e0fbf8bcf4322a71b80903bd2f88f5a	c82948666e382964c27f04495837b71c0070f89a	MODIFIED	STRENGTHENED_ROLE_PURPOSE_SCOPE_SESSION_BOUNDARY	authz_api_security_tests
BACKUP_DR	packages/persistence/src/backup.js	0e66623438cfcde3d417b443b44eec48596c8398	0e66623438cfcde3d417b443b44eec48596c8398	BYTE_IDENTICAL	PRESERVED	blob_identity
BACKUP_DR	packages/persistence/test/residency-backup.test.js	6c613c5674fb930c224decd1922100afc6ff9eee	6c613c5674fb930c224decd1922100afc6ff9eee	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/platform/src/secrets/secret-guard.js	234f1dea76ced0c56d84ececbc656d20b817dfe7	234f1dea76ced0c56d84ececbc656d20b817dfe7	BYTE_IDENTICAL	PRESERVED	blob_identity
RELEASE_INFRA	packages/platform/test/client-matter-g7-release-readiness-closeout.test.js	f35608ef1be1f7fc42b61b7c2dc6c8309296950f	f35608ef1be1f7fc42b61b7c2dc6c8309296950f	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/package.json	ef847e07208c148cd12847515303f2eaf0c82fa5	ef847e07208c148cd12847515303f2eaf0c82fa5	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/assurance.js	641e7638f71861a270a84849d71bd6bf5efb4a79	641e7638f71861a270a84849d71bd6bf5efb4a79	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/audit.js	f936c19ec18808893e6e641414ea03913704a011	f936c19ec18808893e6e641414ea03913704a011	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/authz-context.js	7016e10445f8b11e62c973d1edf40ba2d377e7ad	7016e10445f8b11e62c973d1edf40ba2d377e7ad	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/break-glass.js	58711981a1c2fd24ed203dfae7abee6cdbe3b5ee	58711981a1c2fd24ed203dfae7abee6cdbe3b5ee	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/index.js	3c2680fbd5367c4aed1a9496a887050562767220	3c2680fbd5367c4aed1a9496a887050562767220	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/local-provider.js	885b533167bee4d14204af4762d31b2e75d927a9	885b533167bee4d14204af4762d31b2e75d927a9	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/membership.js	8a9d55424fb862917302101d747b58c039ab40aa	8a9d55424fb862917302101d747b58c039ab40aa	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/policy-hooks.js	4f4dc14ed86b30cd337c1c442528351cc831ccfc	4f4dc14ed86b30cd337c1c442528351cc831ccfc	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/principal.js	fc8b04dfb13e203c567a7824cffe1770c224307a	fc8b04dfb13e203c567a7824cffe1770c224307a	BYTE_IDENTICAL	PRESERVED	blob_identity
SECURITY_AUTHZ	packages/runtime-auth/src/provider.js	ba35d161a347693ded4e5f446828f799b0606381	ba35d161a347693ded4e5f446828f799b0606381	BYTE_IDENTICAL	PRESERVED	blob_identity
