category	mode	size	sha256	path
tracked_modified	644	15926	9233d7977f7b46c1cb2b0caad9e05b1a93be46a0aec72a19d632491140bc918e	apps/web/src/people/leave/LeaveApprovalQueue.tsx
tracked_modified	644	16264	9ff8e74b286148c7c06ec6ffb32c86b4d246a8c4e0fd2f1ba361175fe8719348	apps/web/src/people/leave/LeavePromotionPage.tsx
tracked_modified	644	23897	879fd0adff5ccaa1f64dcbe679a808d285a2713b47dcb3fa4d4fb8f7a94e99fc	apps/web/src/people/leave/LeaveRequestPage.tsx
tracked_modified	644	9336	cffa953ad11ce0f723a04029007f0249541688e28ee7a01e98f1baee70fa1802	apps/web/src/people/leave/LeaveTerminationPage.tsx
tracked_modified	644	15148	78183bc3c42b644500d93eda324755fa3c4a3d4dbbe2a5677632d5ea876091d4	apps/web/src/people/leave/LeaveTypeSettingsPage.tsx
tracked_modified	644	13027	4d7aa6139fcae0620ec66e195f14c92df97de2897fcdbf1b832d1ba22770a4d6	apps/web/src/people/leave/LeaveUsagePage.tsx
tracked_modified	644	317	a59ea13778e9082bb4eff53e19acf82f56d4048a24ecddd71491a8ab2ac8940c	apps/web/src/people/memberPhotos.js
tracked_modified	644	5340	58bfb6ae696deabbf845015cb14822b03cc6e887348c3ad49d5e568d1855fafc	apps/web/test/leave-accrual-ui.test.mjs
tracked_modified	644	1720	edc4d1d12d1d5056eef17fb00a98b65653d998e3353a937d47c60d6b5580d3fb	apps/web/test/leave-integration-ui.test.mjs
tracked_modified	644	3245	54dac24ab91f1aaa86186fecb4535504141e8972cde415aa3d5fc953be29246a	apps/web/test/leave-promotion-ui.test.mjs
tracked_modified	644	4736	439d6ae60e8469a0daa5a1c694b7f9551f645a8a88c1dab6d129673e33e0a358	apps/web/test/leave-reporting-ui.test.mjs
tracked_modified	644	3829	bae20ef61e852f594ca2a37fe2697e067d2effde56791aeca3c7bdc91283aef1	apps/web/test/leave-self-service-ui.test.mjs
tracked_modified	644	142426	f220608867ebbf727d7604df356c9daa69eccfb05b8fd39018f8109573b97aab	apps/web/test/ui-regression.test.mjs
untracked	644	1812085	fcd4c5faa63807a5ecc0a21b59b9ad88c8138506e6baff618988147db28a8824	docs/lazycodex/evidence/matter-desktop/artifacts/lv009-forest-leave-auto-packaged-2026-07-15.png
tracked_modified	644	2814	9c6a7b45af67aeb7b9e81907327827064b6e29a5a8da707fea076b596dd4df68	docs/lazycodex/evidence/matter-desktop/artifacts/macos-build.md
tracked_modified	644	481	f4e0eed9d0ae18607a4e4715fd5f3caacdf137b4c5ce906ea77b5177ca75ed4f	docs/lazycodex/evidence/matter-web/desktop-web-renderer-asset.md
untracked	644	1338	8c382b9241013ea438430a81e8433bc81d6ca39cbe8be9f20a024aed03ed1c60	docs/runbooks/hrx-member-contact-visibility.md
tracked_modified	644	2652	18c05e0ae4c52e984b1582fac34ea42103064005a5a34da0bea750e6dbb03ea2	packages/authz/src/hrx-sensitive-scopes.js
tracked_modified	644	3196	9721ecba6717afc4243ca2cf1e714b63fe934036427dcdd1d386637fe73a509d	packages/hrx/src/index.js
tracked_modified	644	50400	85bb4554c7ce37b60369eeb9e54ff1daa98fff831ac42a471f7526aaa2bb8192	packages/hrx/src/leave/accrual-service.js
tracked_modified	644	3102	9a31c38c07226cdb70b20036c9a7e474f6ef0847db8d38680b85edfdb904f3c8	packages/hrx/src/leave/allocation.js
tracked_modified	644	19806	259fc39870848daaf3eaba6ada0e0604b9788c5db93d71a46240ad8d96e22cbb	packages/hrx/src/leave/integration-service.js
tracked_modified	644	78250	3af607b2b05a0d8dd33db95cfa26f9cca587c06cee58bec99b6d8899208480e5	packages/hrx/src/leave/management-service.js
untracked	644	2327	1028e7e47289c7c4d2c785a35630533316fbe381d4f664b47349c71666a90116	packages/hrx/src/leave/manual-adjustment-file.js
tracked_modified	644	16067	6277badc3563d8e7659e32c5c42cfb0e906d3da3ddaeb0e686224b7bc62a208a	packages/hrx/src/leave/policy-service.js
tracked_modified	644	10701	f55fbcbe3537d0ceefb26f5101a9365c10dd5ade241036c1b5ae29939316bc47	packages/hrx/src/leave/xlsx-export.js
untracked	644	1014	2c4b48dc4a3e7dc889b72e90f893798a90f1c7eae04ac2df341364a9014645e6	packages/hrx/src/migrations/011_hrx_payroll_items.sql
untracked	644	3341	d91498554aa6ec2fce9c0243cb881ade182302e9ca463596129baa8e60412160	packages/hrx/src/migrations/012_hrx_payroll_profiles.sql
untracked	644	3901	06f6807413e69c76ddbe2bbc9285b0323af871fa27ac05661826c68c41657e00	packages/hrx/src/migrations/013_hrx_payroll_time_inputs.sql
untracked	644	618	f276eb1fdccedf8c8768a3d1af865462008083ad9255b7b422943f458fcb0741	packages/hrx/src/migrations/014_hrx_leave_usage_units.sql
untracked	644	289	2632792fa515581efae4bf486db14b66d710f86c67581d955de25f1bc81ab387	packages/hrx/src/migrations/015_hrx_leave_accrual_rule_versions.sql
untracked	644	361	82d40c46fa6fe51e6f0a1902b66e494a427bbd462b55a2f969ddf29c16c22880	packages/hrx/src/migrations/016_hrx_leave_entitlement_lifecycle.sql
tracked_modified	644	3123	7dd3f226430adf216b0d8a0863d5948ae28a2bfd6d041506a2a8aecc42c3fbac	packages/hrx/src/migrations/index.js
untracked	644	7186	ca84381ba8b6e822308eb7c5510998976ef2ad9a91a6c7f7ecf9e8d229a6b57d	packages/hrx/src/payroll-item-catalog.js
untracked	644	12011	fa187b00932d82d483b0fa3d9ea0b9ef0257973e4d36b6f086d66c5e524e6bc3	packages/hrx/src/payroll-profile-service.js
untracked	644	18421	c59f538bc7b18b5855730d7891f479c3d0c3e9e3f357553fab33027d7b321953	packages/hrx/src/payroll-time-input-snapshot.js
tracked_modified	644	40608	5e972a5b6e737158cda5a7bbb73a46707c7fbb051c99a2895acb1eafdf3540e3	packages/hrx/src/store/file-store.js
tracked_modified	644	2917	ddf374682215c3e3dfbb5411137f6312dbd19db4046d1249d8969439882540b9	packages/hrx/src/store/port.js
tracked_modified	644	20233	75e1aa5884b06f8c77e4aeb731f0ea4aa6f3bbd3330884fc4e0080e050e89c40	packages/hrx/test/leave-accrual-service.test.js
tracked_modified	644	17969	5c8e5ade988c0261441d5e10d510079aed8f1cee0bd2210f063286bbb3263c89	packages/hrx/test/leave-integration-service.test.js
tracked_modified	644	28374	ecbe0d2602d17254e25fb7da45f2909ac6187dd5544efd62765291c070d4fa86	packages/hrx/test/leave-management-durable.test.js
untracked	644	1414	e42da04b017abef0ef8d55b2812e5f343a29d52dbeb17f6159fcc20a534d01ed	packages/hrx/test/leave-manual-adjustment-file.test.js
tracked_modified	644	7174	baf7331d0e565d49fdb27955faf49ad2df70aeb15cea2329de10321b36ea11ef	packages/hrx/test/leave-policy-service.test.js
tracked_modified	644	4659	248b46bc5c127e05181d833395236f8dc0a204c8a3a837845c8f85a3999cd1ee	packages/hrx/test/migration.test.js
untracked	644	4534	1a41889dfc6ebb2544bcbee65aaca963b781f61fbca05e5fdfaf696523e99907	packages/hrx/test/payroll-item-catalog.test.js
untracked	644	8778	5f4de74198164d38bd27a0a0f4cc5f7e8a2239bf7139312c3bede4739fedb308	packages/hrx/test/payroll-profile-service.test.js
untracked	644	9971	271a6519d04a48ec3935d7903c2a482ac15eeedd957a3641a377a91300c06d91	packages/hrx/test/payroll-time-input-snapshot.test.js
tracked_modified	644	21518	e1e4d312120e6b7c2e74ea05b0491c27c0cdee7d0faab907a178db9fc419b48b	scripts/build-matter-desktop-mac.mjs
tracked_modified	644	8461	d91e24e78ba3d2073b2af670cea8764d39163b84255f581abb5a0d34165afb63	scripts/build-matter-desktop-win.mjs
tracked_modified	644	2113	e3abeb71c0580d0ca068c2b987ce4749140d8942d7fbe691a71b9ffeae3bca7c	scripts/prepare-matter-desktop-web-renderer.mjs
tracked_modified	644	19799	58d2799f7e194dc626c235c5493820c91340fe9f46bc4ff812b7f91b46148cd9	scripts/smoke-matter-profile-packaged.mjs
tracked_modified	644	3493	86f9cbfc8f929b533c803f6cbbb44023edc49f5eaed0f37bd7b1bab6bf018b45	scripts/validate-public-renderer-no-hrx-roster-pii.mjs
untracked	644	29355	23fe2e0ca0d1681d85f84e6ab3f58ad038a2af9281b26c8f750ff6fbfe5fe726	workbook/forest-v0.1.17-main-integration-release-goal-plan-2026-07-15.md
untracked	644	24294	aa409f495117a3c2d25f35f8553193f19324382d71f864f64418d64f3d21fe95	workbook/hrx-payroll-leave-tuw-execution-plan-2026-07-14.md
