unit_id	source_migration	object_type	table	name	canonical_key	disposition	destination	forest_anchor	definition_sha256	rationale
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_profiles|effective_from	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_profiles	effective_from	COLUMN:hrx_payroll_profiles:effective_from	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	bb565452ca6166ebb089d4c940907464b4240b42b30981f6c13a128aab8d3430	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_profiles|effective_to	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_profiles	effective_to	COLUMN:hrx_payroll_profiles:effective_to	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	4cc757708c479ba62f148219f484b5b0fc477b118cd6f01cd9a57baccd0b614a	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_profiles|status	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_profiles	status	COLUMN:hrx_payroll_profiles:status	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	19191c90e234ddeb00cfd9df5eabe881b39b370d8a5ea5bc054b9899b888599d	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_profiles|source_ref	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_profiles	source_ref	COLUMN:hrx_payroll_profiles:source_ref	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	389645c98053651e505a8bf6396a8434bca0f514cb2bd9e1382a4edcd43fa85e	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_profiles|created_at	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_profiles	created_at	COLUMN:hrx_payroll_profiles:created_at	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	59e0b04a623e194d85b604d4d0ce462c610117180a630dcc41a768ac0a16cee1	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|PRIMARY_KEY|hrx_payroll_profiles|tenant_id,payroll_profile_id	012_hrx_payroll_profiles.sql	PRIMARY_KEY	hrx_payroll_profiles	tenant_id,payroll_profile_id	PRIMARY_KEY:hrx_payroll_profiles:tenant_id,payroll_profile_id	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	9c7fbedb1f1e353b13bc884cd6aa512b25edd2bd7592918294b109b3caea4815	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|UNIQUE|hrx_payroll_profiles|tenant_id,employee_id,version	012_hrx_payroll_profiles.sql	UNIQUE	hrx_payroll_profiles	tenant_id,employee_id,version	UNIQUE:hrx_payroll_profiles:tenant_id,employee_id,version	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	9c3c820e33a486b7be1031bc595408d7f7239add62b9fdbed4ac6c104d701c6f	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|FOREIGN_KEY|hrx_payroll_profiles|tenant_id,employee_id	012_hrx_payroll_profiles.sql	FOREIGN_KEY	hrx_payroll_profiles	tenant_id,employee_id	FOREIGN_KEY:hrx_payroll_profiles:tenant_id,employee_id	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	b748a6227c5a0ef5b624e5bb291acefaa948043fccc2291cba1d8f4792bdc922	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|CONSTRAINT|hrx_payroll_profiles|hrx_payroll_profiles_version_check	012_hrx_payroll_profiles.sql	CONSTRAINT	hrx_payroll_profiles	hrx_payroll_profiles_version_check	CONSTRAINT:hrx_payroll_profiles:hrx_payroll_profiles_version_check	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	0cadcfb8932d27bcd615ae3fdca516fbe7c1cd1e4780351737def6da65c2b313	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|CONSTRAINT|hrx_payroll_profiles|hrx_payroll_profiles_frequency_check	012_hrx_payroll_profiles.sql	CONSTRAINT	hrx_payroll_profiles	hrx_payroll_profiles_frequency_check	CONSTRAINT:hrx_payroll_profiles:hrx_payroll_profiles_frequency_check	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	18c7080bb7cd09ddfd92dac7de7dd608d1a653bd596c44c0ad2929d5af1e8b1c	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|CONSTRAINT|hrx_payroll_profiles|hrx_payroll_profiles_status_check	012_hrx_payroll_profiles.sql	CONSTRAINT	hrx_payroll_profiles	hrx_payroll_profiles_status_check	CONSTRAINT:hrx_payroll_profiles:hrx_payroll_profiles_status_check	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	dd49cac927034709c82eb19c46c50fe8541f31e8e3941496662ecd74ff90b279	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|CONSTRAINT|hrx_payroll_profiles|hrx_payroll_profiles_dates_check	012_hrx_payroll_profiles.sql	CONSTRAINT	hrx_payroll_profiles	hrx_payroll_profiles_dates_check	CONSTRAINT:hrx_payroll_profiles:hrx_payroll_profiles_dates_check	FOREST_SUPERSEDED	-	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	fdeaea4388c3f784474085c9d3c3ede9b24f36676b571ed06471bb15247eed88	Forest 021/023/024 already owns the richer canonical payroll profile; the root profile schema would create a second model.
012_hrx_payroll_profiles.sql|TABLE|hrx_payroll_item_assignments|hrx_payroll_item_assignments	012_hrx_payroll_profiles.sql	TABLE	hrx_payroll_item_assignments	hrx_payroll_item_assignments	TABLE:hrx_payroll_item_assignments:hrx_payroll_item_assignments	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	654050bc51440b21851ba795728f12f0203367b9e3c36ad684c97ebce3b5e7cf	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|tenant_id	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	tenant_id	COLUMN:hrx_payroll_item_assignments:tenant_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	313d3a6c5a8d3b04d7b41711e84cf6b41eb94a0d1731b1ef275a95a4675cc2bd	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|assignment_id	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	assignment_id	COLUMN:hrx_payroll_item_assignments:assignment_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	50de33e084bd810791cb658aa0837d1add0cf3a3460a757d5cff0daccf6b1089	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|payroll_profile_id	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	payroll_profile_id	COLUMN:hrx_payroll_item_assignments:payroll_profile_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	c139276cc4b07fbfeb6af531bd8ffebdf850f66dd451a889a1aef95bf0397b21	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|employee_id	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	employee_id	COLUMN:hrx_payroll_item_assignments:employee_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	32d5d1dc788266b55d68486672f39145ae04b4df3c34eb04960710ec3e75eaed	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|item_id	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	item_id	COLUMN:hrx_payroll_item_assignments:item_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	9a88f0f471df1a27be767b20a00f639625c5eb27cd8c549f34e45821d7f3bfb7	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|version	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	version	COLUMN:hrx_payroll_item_assignments:version	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	fa60f7027a26b19273eec01a129887a9c072d680a88a7d02549f907273f02734	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|encrypted_amount_ref	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	encrypted_amount_ref	COLUMN:hrx_payroll_item_assignments:encrypted_amount_ref	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	3797a21a54093d5b34503eacf1d0bf0df7da571d3d1616b5674e1734acf8937c	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|currency_ref	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	currency_ref	COLUMN:hrx_payroll_item_assignments:currency_ref	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	84885b08b1e1f69fd6b936ee92e979d7acf25091e5f2e0b365ed96e0317f6108	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|effective_from	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	effective_from	COLUMN:hrx_payroll_item_assignments:effective_from	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	bb565452ca6166ebb089d4c940907464b4240b42b30981f6c13a128aab8d3430	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|effective_to	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	effective_to	COLUMN:hrx_payroll_item_assignments:effective_to	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	4cc757708c479ba62f148219f484b5b0fc477b118cd6f01cd9a57baccd0b614a	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|status	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	status	COLUMN:hrx_payroll_item_assignments:status	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	19191c90e234ddeb00cfd9df5eabe881b39b370d8a5ea5bc054b9899b888599d	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|source_ref	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	source_ref	COLUMN:hrx_payroll_item_assignments:source_ref	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	389645c98053651e505a8bf6396a8434bca0f514cb2bd9e1382a4edcd43fa85e	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|raw_amount_included	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	raw_amount_included	COLUMN:hrx_payroll_item_assignments:raw_amount_included	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	503ce202affccf38d0f9165c41c9b4b352d3b43487cf0a82cce20ace6fb3455f	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|COLUMN|hrx_payroll_item_assignments|created_at	012_hrx_payroll_profiles.sql	COLUMN	hrx_payroll_item_assignments	created_at	COLUMN:hrx_payroll_item_assignments:created_at	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	59e0b04a623e194d85b604d4d0ce462c610117180a630dcc41a768ac0a16cee1	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
012_hrx_payroll_profiles.sql|PRIMARY_KEY|hrx_payroll_item_assignments|tenant_id,assignment_id	012_hrx_payroll_profiles.sql	PRIMARY_KEY	hrx_payroll_item_assignments	tenant_id,assignment_id	PRIMARY_KEY:hrx_payroll_item_assignments:tenant_id,assignment_id	PORT_026_PLUS	026_hrx_payroll_catalog_assignments.sql	packages/hrx/src/migrations/021_hrx_payroll_runtime.sql	aa518a35476715ce6e88ceba52efa825e4a31bab42ca04f7cec92987c1150c7a	Item assignment is missing and can reference the existing Forest payroll profile without replacing it.
